source_figure_id	chapter_slug	source_href	asset_path	media_type	alt_text	caption_text	notes
040-acute-coronary-syndrome-fig-01	040-acute-coronary-syndrome	cG5F.xhtml	source/figures-raw/040-acute-coronary-syndrome-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JV0.jpg
041-adrenal-insufficiency-patients-fig-01	041-adrenal-insufficiency-patients	cGJ5.xhtml	source/figures-raw/041-adrenal-insufficiency-patients-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JV1.jpg
044-allergic-reactions-including-anaphylaxis-fig-01	044-allergic-reactions-including-anaphylaxis	cHJ9.xhtml	source/figures-raw/044-allergic-reactions-including-anaphylaxis-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JV2.jpg
044-allergic-reactions-including-anaphylaxis-fig-02	044-allergic-reactions-including-anaphylaxis	cHJ9.xhtml	source/figures-raw/044-allergic-reactions-including-anaphylaxis-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JV3.jpg
045-altered-level-of-consciousness-fig-01	045-altered-level-of-consciousness	cHYX.xhtml	source/figures-raw/045-altered-level-of-consciousness-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JV4.jpg
046-asthma-in-adults-and-children-fig-01	046-asthma-in-adults-and-children	cJJW.xhtml	source/figures-raw/046-asthma-in-adults-and-children-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JV5.jpg
046-asthma-in-adults-and-children-fig-02	046-asthma-in-adults-and-children	cJJW.xhtml	source/figures-raw/046-asthma-in-adults-and-children-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JV6.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-01	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JV7.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-02	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JU2.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-03	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JV8.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-04	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-04.jpg	image/jpeg			source_asset_href=image_rsrc1JV9.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-05	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-05.jpg	image/jpeg			source_asset_href=image_rsrc1JVA.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-06	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-06.jpg	image/jpeg			source_asset_href=image_rsrc1JVB.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-07	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-07.jpg	image/jpeg			source_asset_href=image_rsrc1JVC.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-08	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-08.jpg	image/jpeg			source_asset_href=image_rsrc1JVD.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-09	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-09.jpg	image/jpeg			source_asset_href=image_rsrc1JVE.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-10	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-10.jpg	image/jpeg			source_asset_href=image_rsrc1JVF.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-11	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-11.jpg	image/jpeg			source_asset_href=image_rsrc1JVG.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-12	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-12.jpg	image/jpeg			source_asset_href=image_rsrc1JVH.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-13	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-13.jpg	image/jpeg			source_asset_href=image_rsrc1JVJ.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-14	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-14.jpg	image/jpeg			source_asset_href=image_rsrc1JVK.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-15	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-15.jpg	image/jpeg			source_asset_href=image_rsrc1JVM.jpg
048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-16	048-cardiac-arrhythmia-and-sudden-cardiac-death	cKCU.xhtml	source/figures-raw/048-cardiac-arrhythmia-and-sudden-cardiac-death-fig-16.jpg	image/jpeg			source_asset_href=image_rsrc1JVN.jpg
049-chronic-obstructive-pulmonary-disease-fig-01	049-chronic-obstructive-pulmonary-disease	cKUM.xhtml	source/figures-raw/049-chronic-obstructive-pulmonary-disease-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JVP.jpg
049-chronic-obstructive-pulmonary-disease-fig-02	049-chronic-obstructive-pulmonary-disease	cKUM.xhtml	source/figures-raw/049-chronic-obstructive-pulmonary-disease-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JVR.jpg
052-febrile-illness-in-children-fig-01	052-febrile-illness-in-children	cNU1.xhtml	source/figures-raw/052-febrile-illness-in-children-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JU2.jpg
054-glycaemic-emergencies-in-adults-and-children-fig-01	054-glycaemic-emergencies-in-adults-and-children	cPW8.xhtml	source/figures-raw/054-glycaemic-emergencies-in-adults-and-children-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JVS.jpg
054-glycaemic-emergencies-in-adults-and-children-fig-02	054-glycaemic-emergencies-in-adults-and-children	cPW8.xhtml	source/figures-raw/054-glycaemic-emergencies-in-adults-and-children-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JVT.jpg
054-glycaemic-emergencies-in-adults-and-children-fig-03	054-glycaemic-emergencies-in-adults-and-children	cPW8.xhtml	source/figures-raw/054-glycaemic-emergencies-in-adults-and-children-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JVU.jpg
054-glycaemic-emergencies-in-adults-and-children-fig-04	054-glycaemic-emergencies-in-adults-and-children	cPW8.xhtml	source/figures-raw/054-glycaemic-emergencies-in-adults-and-children-fig-04.jpg	image/jpeg			source_asset_href=image_rsrc1JVV.jpg
054-glycaemic-emergencies-in-adults-and-children-fig-05	054-glycaemic-emergencies-in-adults-and-children	cPW8.xhtml	source/figures-raw/054-glycaemic-emergencies-in-adults-and-children-fig-05.jpg	image/jpeg			source_asset_href=image_rsrc1JVW.jpg
055-headache-fig-01	055-headache	cRU4.xhtml	source/figures-raw/055-headache-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JU2.jpg
056-heart-failure-fig-01	056-heart-failure	cS50.xhtml	source/figures-raw/056-heart-failure-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JVX.jpg
056-heart-failure-fig-02	056-heart-failure	cS50.xhtml	source/figures-raw/056-heart-failure-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JVY.jpg
057-heat-related-illness-fig-01	057-heat-related-illness	cSF8.xhtml	source/figures-raw/057-heat-related-illness-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JVZ.jpg
058-hyperventilation-syndrome-fig-01	058-hyperventilation-syndrome	cSVT.xhtml	source/figures-raw/058-hyperventilation-syndrome-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JW0.jpg
058-hyperventilation-syndrome-fig-02	058-hyperventilation-syndrome	cSVT.xhtml	source/figures-raw/058-hyperventilation-syndrome-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JW1.jpg
059-hypothermia-fig-01	059-hypothermia	cTFD.xhtml	source/figures-raw/059-hypothermia-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JW2.jpg
060-implantable-cardioverter-defibrillator-fig-01	060-implantable-cardioverter-defibrillator	cTVC.xhtml	source/figures-raw/060-implantable-cardioverter-defibrillator-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JW3.jpg
060-implantable-cardioverter-defibrillator-fig-02	060-implantable-cardioverter-defibrillator	cTVC.xhtml	source/figures-raw/060-implantable-cardioverter-defibrillator-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JW4.jpg
061-low-back-pain-non-traumatic-fig-01	061-low-back-pain-non-traumatic	cU5E.xhtml	source/figures-raw/061-low-back-pain-non-traumatic-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JW5.jpg
061-low-back-pain-non-traumatic-fig-02	061-low-back-pain-non-traumatic	cU5E.xhtml	source/figures-raw/061-low-back-pain-non-traumatic-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JW6.jpg
061-low-back-pain-non-traumatic-fig-03	061-low-back-pain-non-traumatic	cU5E.xhtml	source/figures-raw/061-low-back-pain-non-traumatic-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JW7.jpg
062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-01	062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads	cURA.xhtml	source/figures-raw/062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JW8.jpg
062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-02	062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads	cURA.xhtml	source/figures-raw/062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JW9.jpg
062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-03	062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads	cURA.xhtml	source/figures-raw/062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JWA.jpg
062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-04	062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads	cURA.xhtml	source/figures-raw/062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-04.jpg	image/jpeg			source_asset_href=image_rsrc1JWB.jpg
062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-05	062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads	cURA.xhtml	source/figures-raw/062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-05.jpg	image/jpeg			source_asset_href=image_rsrc1JWC.jpg
062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-06	062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads	cURA.xhtml	source/figures-raw/062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-06.jpg	image/jpeg			source_asset_href=image_rsrc1JWD.jpg
062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-07	062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads	cURA.xhtml	source/figures-raw/062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-07.jpg	image/jpeg			source_asset_href=image_rsrc1JWE.jpg
062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-08	062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads	cURA.xhtml	source/figures-raw/062-management-and-resuscitation-of-patients-with-left-ventricular-assist-devices-lvads-fig-08.jpg	image/jpeg			source_asset_href=image_rsrc1JWF.jpg
063-meningococcal-meningitis-and-septicaemia-fig-01	063-meningococcal-meningitis-and-septicaemia	cV52.xhtml	source/figures-raw/063-meningococcal-meningitis-and-septicaemia-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWG.jpg
063-meningococcal-meningitis-and-septicaemia-fig-02	063-meningococcal-meningitis-and-septicaemia	cV52.xhtml	source/figures-raw/063-meningococcal-meningitis-and-septicaemia-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JWH.jpg
064-mental-health-presentations-fig-01	064-mental-health-presentations	cVFT.xhtml	source/figures-raw/064-mental-health-presentations-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWJ.jpg
066-overdose-and-poisoning-in-adults-and-children-fig-01	066-overdose-and-poisoning-in-adults-and-children	cXFR.xhtml	source/figures-raw/066-overdose-and-poisoning-in-adults-and-children-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWK.jpg
067-paediatric-gastroenteritis-fig-01	067-paediatric-gastroenteritis	cXVH.xhtml	source/figures-raw/067-paediatric-gastroenteritis-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWM.jpg
067-paediatric-gastroenteritis-fig-02	067-paediatric-gastroenteritis	cXVH.xhtml	source/figures-raw/067-paediatric-gastroenteritis-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JU2.jpg
067-paediatric-gastroenteritis-fig-03	067-paediatric-gastroenteritis	cXVH.xhtml	source/figures-raw/067-paediatric-gastroenteritis-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JWN.jpg
068-pulmonary-embolism-fig-01	068-pulmonary-embolism	cYEU.xhtml	source/figures-raw/068-pulmonary-embolism-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWP.jpg
070-seizures-in-adults-fig-01	070-seizures-in-adults	cZE5.xhtml	source/figures-raw/070-seizures-in-adults-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWR.jpg
070-seizures-in-adults-fig-02	070-seizures-in-adults	cZE5.xhtml	source/figures-raw/070-seizures-in-adults-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JWS.jpg
071-seizures-in-children-fig-01	071-seizures-in-children	c10AV.xhtml	source/figures-raw/071-seizures-in-children-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWT.jpg
072-sepsis-fig-01	072-sepsis	c10R3.xhtml	source/figures-raw/072-sepsis-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWU.jpg
072-sepsis-fig-02	072-sepsis	c10R3.xhtml	source/figures-raw/072-sepsis-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JWV.jpg
073-sickle-cell-disease-fig-01	073-sickle-cell-disease	c1269.xhtml	source/figures-raw/073-sickle-cell-disease-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWW.jpg
075-vascular-emergencies-fig-01	075-vascular-emergencies	c12Y9.xhtml	source/figures-raw/075-vascular-emergencies-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JWX.jpg
075-vascular-emergencies-fig-02	075-vascular-emergencies	c12Y9.xhtml	source/figures-raw/075-vascular-emergencies-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JWY.jpg
075-vascular-emergencies-fig-03	075-vascular-emergencies	c12Y9.xhtml	source/figures-raw/075-vascular-emergencies-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JWZ.jpg
075-vascular-emergencies-fig-04	075-vascular-emergencies	c12Y9.xhtml	source/figures-raw/075-vascular-emergencies-fig-04.jpg	image/jpeg			source_asset_href=image_rsrc1JX0.jpg
077-trauma-emergencies-in-adults-overview-fig-01	077-trauma-emergencies-in-adults-overview	c1469.xhtml	source/figures-raw/077-trauma-emergencies-in-adults-overview-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JUV.jpg
077-trauma-emergencies-in-adults-overview-fig-02	077-trauma-emergencies-in-adults-overview	c1469.xhtml	source/figures-raw/077-trauma-emergencies-in-adults-overview-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JX1.jpg
077-trauma-emergencies-in-adults-overview-fig-03	077-trauma-emergencies-in-adults-overview	c1469.xhtml	source/figures-raw/077-trauma-emergencies-in-adults-overview-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JX2.jpg
078-trauma-emergencies-in-children-overview-fig-01	078-trauma-emergencies-in-children-overview	c14Z8.xhtml	source/figures-raw/078-trauma-emergencies-in-children-overview-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JX3.jpg
078-trauma-emergencies-in-children-overview-fig-02	078-trauma-emergencies-in-children-overview	c14Z8.xhtml	source/figures-raw/078-trauma-emergencies-in-children-overview-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JX4.jpg
081-drowning-fig-01	081-drowning	c16AJ.xhtml	source/figures-raw/081-drowning-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JX5.jpg
081-drowning-fig-02	081-drowning	c16AJ.xhtml	source/figures-raw/081-drowning-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JX6.jpg
082-electrical-injuries-fig-01	082-electrical-injuries	c16P8.xhtml	source/figures-raw/082-electrical-injuries-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JX5.jpg
082-electrical-injuries-fig-02	082-electrical-injuries	c16P8.xhtml	source/figures-raw/082-electrical-injuries-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JX7.jpg
083-falls-in-older-adults-fig-01	083-falls-in-older-adults	c16XW.xhtml	source/figures-raw/083-falls-in-older-adults-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JUV.jpg
083-falls-in-older-adults-fig-02	083-falls-in-older-adults	c16XW.xhtml	source/figures-raw/083-falls-in-older-adults-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JU2.jpg
083-falls-in-older-adults-fig-03	083-falls-in-older-adults	c16XW.xhtml	source/figures-raw/083-falls-in-older-adults-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JX8.jpg
084-head-injury-fig-01	084-head-injury	c17SU.xhtml	source/figures-raw/084-head-injury-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JX9.jpg
084-head-injury-fig-02	084-head-injury	c17SU.xhtml	source/figures-raw/084-head-injury-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JXA.jpg
084-head-injury-fig-03	084-head-injury	c17SU.xhtml	source/figures-raw/084-head-injury-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JXB.jpg
087-spinal-injury-and-spinal-cord-injury-fig-01	087-spinal-injury-and-spinal-cord-injury	c19C5.xhtml	source/figures-raw/087-spinal-injury-and-spinal-cord-injury-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JU2.jpg
087-spinal-injury-and-spinal-cord-injury-fig-02	087-spinal-injury-and-spinal-cord-injury	c19C5.xhtml	source/figures-raw/087-spinal-injury-and-spinal-cord-injury-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JXC.jpg
090-maternity-care-including-obstetric-emergencies-overview-fig-01	090-maternity-care-including-obstetric-emergencies-overview	c1AGR.xhtml	source/figures-raw/090-maternity-care-including-obstetric-emergencies-overview-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JXD.jpg
090-maternity-care-including-obstetric-emergencies-overview-fig-02	090-maternity-care-including-obstetric-emergencies-overview	c1AGR.xhtml	source/figures-raw/090-maternity-care-including-obstetric-emergencies-overview-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JXE.jpg
090-maternity-care-including-obstetric-emergencies-overview-fig-03	090-maternity-care-including-obstetric-emergencies-overview	c1AGR.xhtml	source/figures-raw/090-maternity-care-including-obstetric-emergencies-overview-fig-03.jpg	image/jpeg			source_asset_href=image_rsrc1JXF.jpg
090-maternity-care-including-obstetric-emergencies-overview-fig-04	090-maternity-care-including-obstetric-emergencies-overview	c1AGR.xhtml	source/figures-raw/090-maternity-care-including-obstetric-emergencies-overview-fig-04.jpg	image/jpeg			source_asset_href=image_rsrc1JXG.jpg
091-breech-birth-fig-01	091-breech-birth	c1B0G.xhtml	source/figures-raw/091-breech-birth-fig-01.jpg	image/jpeg			source_asset_href=image_rsrc1JXH.jpg
091-breech-birth-fig-02	091-breech-birth	c1B0G.xhtml	source/figures-raw/091-breech-birth-fig-02.jpg	image/jpeg			source_asset_href=image_rsrc1JXJ.jpg
